lengths,depth,concrete_strength,steel_strength,width,reinforcement_ratio,area,volume,mass,weight,load,max_moment_due_to_selfweight,shear_load_due_to_selfweight,area_concrete,area_steel,x/d,ultimate_bending_moment_concrete,ultimate_bending_moment_steel,Warehouse,IDs
5.0,0.4,16729999.3,307082279.7,0.4,0.8,0.2,0.8,2074.5,20350.5,42473.1,26491.0,21236.6,0.2,0.0013,0.3,138999.9,30026728.2,Warehouse_8,ID_4735
4.0,0.4,16729999.2,368784902.6,0.3,2.9,0.1,0.5,1400.9,13742.5,33552.3,16910.8,16776.2,0.1,0.004,1.5,100056.7,33967493.8,Warehouse_3,ID_4744
4.0,0.4,16729999.9,495498279.7,0.4,0.8,0.2,0.6,1497.4,14689.3,34830.5,17438.5,17415.3,0.2,0.0012,0.5,110209.5,37424517.0,Warehouse_8,ID_4751
4.2,0.4,16730000.5,404980547.9,0.4,2.1,0.2,0.7,1854.9,18197.1,39566.0,20589.9,19783.0,0.2,0.0037,1.1,157125.7,57654613.6,Warehouse_5,ID_4759
4.3,0.4,16729999.1,367273948.1,0.4,3.2,0.2,0.7,1835.9,18010.2,39313.7,21100.8,19656.9,0.2,0.0053,1.6,125864.5,35561998.6,Warehouse_4,ID_4769
2.9,0.3,16730000.1,338682666.3,0.3,3.9,0.1,0.2,619.2,6074.3,23200.3,8486.3,11600.1,0.1,0.0032,1.9,44897.1,5375310.7,Warehouse_4,ID_4789
4.6,0.4,16729999.5,314467968.6,0.3,1.8,0.1,0.4,1102.6,10816.5,29602.2,16947.8,14801.1,0.1,0.0018,0.8,63886.0,29031062.9,Warehouse_4,ID_4791
3.1,0.3,16729999.9,474734120.9,0.5,0.3,0.2,0.5,1280.2,12559.0,31954.7,12500.0,15977.4,0.2,0.0005,0.2,105014.7,18184622.3,Warehouse_2,ID_4792
3.5,0.4,16730000.5,355613298.0,0.4,0.8,0.1,0.5,1265.0,12410.0,31753.5,13874.1,15876.8,0.1,0.0012,0.4,98360.1,29717313.0,Warehouse_3,ID_4828
4.3,0.4,16730000.0,323789042.9,0.3,1.5,0.1,0.6,1372.6,13465.6,33178.5,17724.4,16589.3,0.1,0.0019,0.6,113966.4,37026501.9,Warehouse_6,ID_4829
3.7,0.4,16729999.8,342612766.8,0.4,2.8,0.2,0.6,1447.5,14200.3,34170.4,15626.1,17085.2,0.2,0.0044,1.3,106213.9,43916125.3,Warehouse_6,ID_4831
4.2,0.4,16730000.5,526428852.0,0.4,1.8,0.1,0.6,1541.7,15123.7,35417.0,18655.8,17708.5,0.1,0.0026,1.3,112614.4,43673272.2,Warehouse_6,ID_4845
3.6,0.4,16729999.8,382881741.5,0.3,0.8,0.1,0.5,1112.7,10915.7,29736.2,13397.1,14868.1,0.1,0.001,0.4,88329.4,27239141.5,Warehouse_4,ID_4849
4.4,0.5,16729999.0,479353422.7,0.3,1.1,0.1,0.7,1609.5,15789.4,36315.7,20086.3,18157.8,0.1,0.0017,0.7,138580.7,44821622.0,Warehouse_6,ID_4858
4.3,0.5,16729998.7,319810337.1,0.3,1.9,0.1,0.6,1451.4,14238.0,34221.3,18239.2,17110.7,0.1,0.0026,0.8,122445.7,43364769.8,Warehouse_7,ID_4866
4.0,0.4,16729999.1,420935006.8,0.3,2.2,0.1,0.5,1360.3,13344.7,33015.3,16456.0,16507.7,0.1,0.003,1.2,103914.7,41050985.5,Warehouse_4,ID_4868
3.1,0.3,16729999.9,317299145.0,0.4,0.5,0.1,0.4,964.7,9464.0,27776.4,10916.8,13888.2,0.1,0.0006,0.2,78922.0,15103797.0,Warehouse_5,ID_4881
4.4,0.5,16729999.8,317186741.8,0.4,3.4,0.2,0.8,2015.8,19774.5,41695.6,22698.1,20847.8,0.2,0.0061,1.4,161317.1,48188731.1,Warehouse_3,ID_4884
3.8,0.4,16730000.3,207247992.4,0.3,3.8,0.1,0.5,1237.4,12139.2,31387.9,14772.8,15693.9,0.1,0.0048,1.1,84389.5,39598919.8,Warehouse_3,ID_4897
3.4,0.3,16729999.7,313632035.7,0.4,3.5,0.1,0.4,1154.2,11322.3,30285.2,13051.2,15142.6,0.1,0.0045,1.5,72923.7,28012687.7,Warehouse_8,ID_4898
4.4,0.5,16730000.3,307689971.4,0.4,1.0,0.2,0.8,2078.1,20386.4,42521.6,23373.9,21260.8,0.2,0.002,0.4,176632.1,42082590.2,Warehouse_7,ID_4915
4.6,0.5,16730000.8,273620291.6,0.4,3.0,0.2,0.9,2272.8,22296.0,45099.6,25799.9,22549.8,0.2,0.0058,1.1,178841.2,63744638.8,Warehouse_2,ID_4916
5.0,0.5,16729999.9,416524888.1,0.4,0.3,0.2,1.1,2632.5,25825.3,49864.1,30853.9,24932.1,0.2,0.0007,0.2,224841.1,21873998.8,Warehouse_4,ID_4922
3.8,0.4,16730000.1,294479025.7,0.4,1.2,0.2,0.6,1583.9,15538.4,35976.9,17160.5,17988.4,0.2,0.002,0.5,124473.5,38690152.6,Warehouse_4,ID_4925
3.2,0.3,16730001.3,457057845.8,0.3,1.6,0.1,0.3,848.2,8321.2,26233.7,10372.8,13116.8,0.1,0.0017,1.0,60544.2,32966227.2,Warehouse_7,ID_4932
3.3,0.4,16730000.1,466082024.5,0.5,2.0,0.2,0.6,1393.4,13669.7,33454.1,13875.3,16727.0,0.2,0.0033,1.3,110893.9,48715463.2,Warehouse_4,ID_4940
4.0,0.4,16730000.5,412537342.3,0.4,0.9,0.2,0.7,1728.3,16954.2,37888.2,19069.8,18944.1,0.2,0.0016,0.5,149187.1,43310003.7,Warehouse_4,ID_4950
3.9,0.4,16730000.7,266365422.8,0.5,1.0,0.2,0.8,1972.3,19348.1,41120.0,20234.5,20560.0,0.2,0.0021,0.4,168477.9,40022498.0,Warehouse_4,ID_4965
5.3,0.5,16730000.5,314186008.0,0.5,2.9,0.2,1.2,3192.9,31322.0,57284.7,38072.1,28642.3,0.2,0.0069,1.2,225215.7,74746926.8,Warehouse_6,ID_4972
4.2,0.4,16729998.7,314541645.4,0.3,3.8,0.1,0.6,1461.9,14341.2,34360.6,17945.9,17180.3,0.1,0.0052,1.6,110049.2,27202567.8,Warehouse_1,ID_4986
4.1,0.4,16729999.6,428036775.8,0.4,1.4,0.2,0.7,1616.9,15861.4,36412.9,18807.5,18206.4,0.2,0.0022,0.8,121011.0,49004137.3,Warehouse_1,ID_4988
4.1,0.4,16729999.5,402145626.5,0.3,2.7,0.1,0.5,1311.0,12860.4,32361.6,16458.2,16180.8,0.1,0.0034,1.5,108088.6,32789605.5,Warehouse_3,ID_4994
3.5,0.4,16729999.8,527184781.0,0.4,1.5,0.2,0.5,1294.1,12694.7,32137.9,13942.3,16069.0,0.1,0.0023,1.1,109050.7,47704934.0,Warehouse_8,ID_5001
3.9,0.4,16730000.0,471697049.5,0.4,1.2,0.1,0.5,1320.9,12958.3,32493.6,15870.9,16246.8,0.1,0.0016,0.8,95999.4,40992239.7,Warehouse_5,ID_5028
4.3,0.3,16729999.3,399734303.6,0.3,1.0,0.1,0.3,841.4,8254.2,26143.2,14043.6,13071.6,0.1,0.0008,0.6,38503.0,19936935.2,Warehouse_3,ID_5069
3.7,0.4,16729999.7,308592478.4,0.4,1.1,0.1,0.5,1336.8,13114.1,32704.0,15218.8,16352.0,0.1,0.0016,0.4,104335.1,32457803.6,Warehouse_2,ID_5096
4.4,0.4,16730000.8,399295029.5,0.5,0.9,0.2,0.9,2130.0,20895.0,43208.3,23755.8,21604.2,0.2,0.0018,0.5,150424.7,47424442.9,Warehouse_2,ID_5098
4.8,0.4,16729999.9,366132476.6,0.5,3.4,0.2,1.0,2593.9,25446.1,49352.2,29491.8,24676.1,0.2,0.0071,1.6,184427.1,40465767.6,Warehouse_5,ID_5113
4.0,0.4,16729998.6,431550307.3,0.3,1.0,0.1,0.4,1047.2,10273.3,28868.9,14390.0,14434.4,0.1,0.0011,0.6,87216.3,29324917.6,Warehouse_1,ID_5121
3.8,0.4,16729999.7,367672660.9,0.3,2.0,0.1,0.5,1158.1,11361.2,30337.6,14573.9,15168.8,0.1,0.0025,1.0,83608.7,38099339.6,Warehouse_5,ID_5129
3.7,0.3,16729999.5,409048492.8,0.4,0.9,0.1,0.5,1309.6,12847.5,32344.1,15077.6,16172.1,0.1,0.0013,0.5,88967.9,34753319.2,Warehouse_7,ID_5134
4.3,0.4,16730000.2,370440022.2,0.3,3.1,0.1,0.4,1092.1,10713.5,29463.2,15848.7,14731.6,0.1,0.003,1.6,64408.3,21045321.4,Warehouse_8,ID_5151
4.2,0.4,16730000.4,425546304.6,0.3,2.1,0.1,0.6,1472.4,14443.8,34499.1,18148.2,17249.5,0.1,0.003,1.2,114728.2,43386482.2,Warehouse_3,ID_5157
3.8,0.4,16730000.8,452814766.1,0.4,2.2,0.1,0.5,1299.6,12748.7,32210.8,15192.1,16105.4,0.1,0.003,1.3,96582.7,38594076.3,Warehouse_8,ID_5184
3.1,0.3,16729998.8,363794055.2,0.5,3.0,0.2,0.5,1311.0,12861.2,32362.6,12427.4,16181.3,0.2,0.005,1.5,102032.7,37304761.2,Warehouse_8,ID_5186
5.2,0.3,16730001.5,478394397.3,0.4,0.6,0.1,0.7,1760.4,17270.0,38314.5,24894.2,19157.2,0.1,0.0009,0.4,85433.5,28586612.8,Warehouse_3,ID_5188
4.1,0.4,16730001.2,337797578.6,0.4,3.8,0.1,0.6,1537.6,15083.8,35363.1,17991.7,17681.6,0.1,0.0056,1.8,98897.2,17780176.9,Warehouse_3,ID_5215
3.7,0.4,16729999.9,374282523.8,0.3,3.3,0.1,0.4,980.5,9618.3,27984.8,12918.2,13992.4,0.1,0.0034,1.7,69774.3,16706508.1,Warehouse_1,ID_5219
4.1,0.3,16730000.2,218448343.0,0.4,1.1,0.1,0.5,1159.4,11373.8,30354.6,15679.4,15177.3,0.1,0.0013,0.3,61590.7,19687293.6,Warehouse_2,ID_5225
4.0,0.4,16729998.5,387647880.5,0.4,0.6,0.2,0.6,1558.6,15290.1,35641.7,17793.2,17820.8,0.2,0.001,0.3,120157.5,27240117.7,Warehouse_3,ID_5226
4.4,0.4,16729999.9,378373643.6,0.3,2.6,0.1,0.5,1220.4,11971.7,31161.9,17169.5,15580.9,0.1,0.0028,1.3,88785.4,32424886.7,Warehouse_6,ID_5233
3.2,0.4,16729998.7,261954629.7,0.3,2.3,0.1,0.3,769.8,7551.7,25194.8,10227.4,12597.4,0.1,0.0022,0.8,60222.2,28713513.0,Warehouse_4,ID_5236
3.3,0.4,16730000.5,325834350.8,0.3,1.1,0.1,0.3,851.6,8354.7,26278.8,10837.8,13139.4,0.1,0.0012,0.5,68754.7,25244559.6,Warehouse_3,ID_5244
4.1,0.4,16730001.6,319255985.8,0.5,1.0,0.2,0.7,1839.7,18047.5,39364.1,20279.1,19682.1,0.2,0.0018,0.4,122822.4,38893347.5,Warehouse_6,ID_5247
5.0,0.4,16729999.6,290606507.5,0.4,1.7,0.2,0.9,2318.3,22742.8,45702.7,28397.4,22851.4,0.2,0.0032,0.7,158656.6,54379362.6,Warehouse_1,ID_5263
4.5,0.4,16730000.1,517518283.5,0.5,2.7,0.2,0.9,2414.1,23682.7,46971.6,26386.0,23485.8,0.2,0.0057,1.9,180021.1,17981697.2,Warehouse_7,ID_5271
2.9,0.3,16729998.8,523952341.7,0.5,2.6,0.1,0.4,1074.0,10536.1,29223.7,10415.1,14611.9,0.1,0.0038,1.9,81630.7,7046937.1,Warehouse_3,ID_5278
3.4,0.4,16730000.8,372099910.5,0.5,2.4,0.2,0.6,1413.4,13865.2,33718.1,14219.7,16859.0,0.2,0.004,1.2,111024.2,49599306.7,Warehouse_4,ID_5295
4.7,0.5,16730000.0,537667516.7,0.5,1.3,0.2,1.0,2552.6,25040.7,48804.9,28683.5,24402.5,0.2,0.0029,0.9,211665.7,72600249.9,Warehouse_6,ID_5305
3.8,0.4,16730000.0,509422022.0,0.3,2.0,0.1,0.4,929.9,9122.6,27315.6,12831.3,13657.8,0.1,0.0019,1.4,65363.8,26735983.9,Warehouse_2,ID_5308
5.8,0.5,16730001.1,351251080.4,0.3,3.2,0.1,0.8,2159.8,21187.5,43603.1,31368.1,21801.5,0.1,0.0047,1.5,165074.4,39185398.9,Warehouse_1,ID_5330
3.6,0.3,16729999.6,298253765.6,0.4,3.7,0.1,0.5,1239.0,12154.3,31408.3,14152.1,15704.2,0.1,0.0049,1.5,81671.0,29414680.4,Warehouse_2,ID_5352
2.8,0.3,16729999.3,232345983.2,0.5,0.4,0.1,0.4,941.2,9232.9,27464.5,9478.4,13732.2,0.1,0.0005,0.1,65599.1,10035307.8,Warehouse_6,ID_5358
3.5,0.4,16729999.9,272311016.5,0.3,4.0,0.1,0.4,1045.7,10258.3,28848.7,12481.3,14424.3,0.1,0.0046,1.5,77249.0,27611790.5,Warehouse_4,ID_5365
3.4,0.4,16729999.0,264279860.6,0.3,2.8,0.1,0.4,934.9,9171.0,27380.8,11790.6,13690.4,0.1,0.0029,1.0,75629.1,33919953.7,Warehouse_2,ID_5367
3.8,0.4,16730000.2,362263954.5,0.4,1.1,0.2,0.6,1596.8,15664.8,36147.5,16960.2,18073.8,0.2,0.0019,0.5,131151.3,43876255.6,Warehouse_6,ID_5377
4.0,0.4,16730000.1,397209035.2,0.3,1.7,0.1,0.5,1217.6,11944.3,31124.8,15637.9,15562.4,0.1,0.002,0.9,101070.9,39147135.7,Warehouse_7,ID_5381
4.1,0.4,16730000.3,264206763.0,0.3,3.4,0.1,0.5,1177.5,11551.3,30594.3,15779.4,15297.1,0.1,0.0037,1.2,83057.3,34077574.0,Warehouse_7,ID_5386
4.1,0.4,16730000.4,395341052.1,0.3,2.6,0.1,0.5,1348.7,13231.0,32861.8,16777.0,16430.9,0.1,0.0034,1.4,112640.0,36990567.5,Warehouse_6,ID_5390
3.6,0.4,16730000.4,346690312.6,0.4,3.3,0.2,0.6,1666.1,16344.3,37064.9,16846.8,18532.4,0.2,0.0059,1.6,133228.7,39658048.0,Warehouse_8,ID_5397
4.2,0.4,16730000.8,373954395.3,0.3,2.2,0.1,0.6,1387.3,13609.8,33373.2,17445.0,16686.6,0.1,0.0028,1.1,117505.5,43214335.8,Warehouse_1,ID_5398
4.2,0.4,16730000.4,416803165.0,0.5,2.2,0.2,0.8,2029.1,19905.9,41873.0,21862.7,20936.5,0.2,0.0043,1.3,145391.0,57637008.1,Warehouse_4,ID_5406
4.0,0.4,16730000.6,323046123.9,0.5,1.4,0.2,0.8,1966.0,19286.2,41036.3,20538.0,20518.2,0.2,0.0028,0.6,155790.9,54974165.3,Warehouse_3,ID_5429
4.4,0.4,16730000.3,330894473.2,0.4,3.9,0.2,0.8,2088.6,20489.3,42660.6,23718.5,21330.3,0.2,0.0071,1.8,143275.8,25369567.4,Warehouse_5,ID_5430
3.7,0.4,16729999.8,532297353.6,0.4,0.3,0.2,0.6,1362.8,13369.5,33048.8,15472.9,16524.4,0.2,0.0004,0.2,115634.6,17076556.5,Warehouse_7,ID_5437
4.1,0.4,16729999.9,380419291.0,0.5,2.6,0.2,0.8,1949.9,19128.9,40824.1,21150.9,20412.0,0.2,0.0049,1.4,134801.1,51601973.1,Warehouse_6,ID_5439
4.6,0.4,16729999.6,447489243.1,0.4,3.3,0.2,0.8,1963.8,19265.0,41007.7,23448.5,20503.8,0.2,0.0055,2.0,135915.1,2244046.7,Warehouse_6,ID_5442
3.4,0.3,16730000.7,332797427.8,0.4,2.5,0.1,0.5,1230.4,12070.4,31295.1,13489.2,15647.5,0.1,0.0035,1.2,75261.7,41281901.3,Warehouse_8,ID_5493
3.6,0.4,16730000.4,467544342.9,0.3,1.9,0.1,0.4,1107.8,10867.6,29671.3,13316.4,14835.7,0.1,0.0024,1.2,84854.9,36726278.0,Warehouse_8,ID_5519
4.5,0.3,16730000.4,479650233.6,0.5,0.7,0.2,0.7,1694.9,16627.3,37446.8,20900.6,18723.4,0.2,0.001,0.4,87943.0,33002050.3,Warehouse_6,ID_5534
3.8,0.4,16730000.1,321588020.7,0.3,3.5,0.1,0.5,1178.5,11561.4,30607.9,14434.1,15303.9,0.1,0.0042,1.5,93842.0,28491083.4,Warehouse_7,ID_5550
3.8,0.3,16730000.5,191412455.4,0.3,1.1,0.1,0.4,1065.9,10456.2,29115.9,13978.9,14558.0,0.1,0.0013,0.3,69625.6,17927022.3,Warehouse_6,ID_5551
3.6,0.4,16729999.6,322633670.5,0.4,1.5,0.2,0.5,1341.2,13157.4,32762.5,14656.4,16381.2,0.1,0.0023,0.7,97285.6,42389156.8,Warehouse_6,ID_5565
3.5,0.4,16729999.9,255615133.7,0.3,0.2,0.1,0.4,1036.8,10170.6,28730.3,12600.9,14365.1,0.1,0.0002,0.1,89429.3,4490303.0,Warehouse_5,ID_5575
4.2,0.4,16729999.8,184282233.8,0.3,3.3,0.1,0.5,1354.8,13290.6,32942.3,17254.3,16471.2,0.1,0.0041,0.8,96986.3,39069120.1,Warehouse_8,ID_5589
4.6,0.4,16730000.2,326532539.7,0.4,3.3,0.2,0.7,1922.9,18864.0,40466.3,23340.4,20233.2,0.2,0.0053,1.4,143287.9,43856132.1,Warehouse_6,ID_5613
3.6,0.4,16730000.3,236298777.2,0.4,2.4,0.1,0.5,1276.8,12525.1,31908.9,14281.4,15954.4,0.1,0.0034,0.8,101590.0,42752902.5,Warehouse_4,ID_5616
3.2,0.4,16729999.7,332644418.3,0.4,0.2,0.2,0.5,1221.0,11977.7,31169.9,12565.8,15585.0,0.2,0.0003,0.1,104156.3,8044726.8,Warehouse_1,ID_5625
4.7,0.4,16730000.2,535993211.5,0.5,0.2,0.2,1.0,2313.4,22694.3,45637.3,26541.9,22818.6,0.2,0.0005,0.2,183129.0,21727755.2,Warehouse_7,ID_5644
3.7,0.4,16730000.7,108059696.5,0.4,2.7,0.2,0.6,1512.8,14841.0,35035.4,16208.3,17517.7,0.2,0.0044,0.4,120004.5,32999538.0,Warehouse_8,ID_5649
4.3,0.4,16729999.6,330635880.7,0.4,2.2,0.2,0.8,1987.7,19499.7,41324.6,22193.9,20662.3,0.2,0.004,1.0,149375.6,59668256.1,Warehouse_5,ID_5654
4.0,0.4,16729999.9,446248601.1,0.4,1.9,0.1,0.6,1461.5,14337.6,34355.8,17286.2,17177.9,0.1,0.0028,1.2,104920.0,45054061.2,Warehouse_4,ID_5657
4.1,0.3,16730000.1,284244798.1,0.3,2.3,0.1,0.4,1087.7,10670.4,29405.0,14925.7,14702.5,0.1,0.0025,0.9,60896.9,32473817.8,Warehouse_4,ID_5675
4.0,0.4,16730000.4,245695246.2,0.5,2.0,0.2,0.7,1755.1,17217.1,38243.1,19065.8,19121.5,0.2,0.0034,0.7,128154.6,49413254.1,Warehouse_2,ID_5676
3.4,0.4,16730000.0,366899250.7,0.5,3.7,0.2,0.5,1429.3,14021.1,33928.5,14262.1,16964.3,0.2,0.006,1.9,106200.0,12221170.0,Warehouse_7,ID_5677
3.9,0.4,16730000.7,245667943.1,0.3,2.8,0.1,0.5,1196.9,11742.0,30851.7,15154.2,15425.8,0.1,0.0034,0.9,94361.8,38465201.4,Warehouse_5,ID_5682
3.7,0.3,16730000.0,413968099.9,0.3,3.0,0.1,0.4,908.5,8912.8,27032.2,12468.7,13516.1,0.1,0.0028,1.7,52114.1,13100394.1,Warehouse_1,ID_5689
4.1,0.4,16729998.4,215019905.1,0.3,0.7,0.1,0.5,1295.7,12710.5,32159.1,16594.7,16079.6,0.1,0.0009,0.2,90268.9,15527916.6,Warehouse_5,ID_5706
3.6,0.4,16730000.4,232974149.6,0.4,0.9,0.1,0.5,1262.6,12385.8,31720.8,14459.5,15860.4,0.1,0.0013,0.3,104044.0,22709813.9,Warehouse_7,ID_5710
3.8,0.4,16730000.7,283147493.9,0.3,3.2,0.1,0.4,1052.3,10323.2,28936.3,13839.1,14468.2,0.1,0.0034,1.2,84757.0,33190679.7,Warehouse_1,ID_5719
3.7,0.4,16729999.8,301528423.3,0.4,3.0,0.2,0.6,1563.8,15340.9,35710.2,16379.5,17855.1,0.2,0.005,1.2,127190.4,50605016.5,Warehouse_5,ID_5723
3.1,0.3,16729999.8,469538930.1,0.3,1.1,0.1,0.3,656.6,6441.5,23696.0,9127.8,11848.0,0.1,0.0009,0.7,42899.1,24038562.7,Warehouse_4,ID_5724
5.0,0.4,16729999.9,396946174.9,0.5,2.6,0.2,0.9,2176.1,21347.1,43818.6,27421.5,21909.3,0.2,0.0045,1.4,116324.8,43430930.1,Warehouse_1,ID_5727
4.2,0.4,16729999.8,395417694.7,0.3,3.4,0.1,0.5,1226.1,12028.5,31238.5,16273.7,15619.2,0.1,0.0039,1.9,74625.5,9684689.2,Warehouse_4,ID_5730
5.6,0.4,16729998.4,369011214.1,0.4,2.3,0.2,0.9,2247.6,22048.9,44766.0,31393.3,22383.0,0.2,0.0036,1.1,141636.1,51556689.5,Warehouse_5,ID_5731
4.6,0.4,16730000.7,441322749.0,0.3,1.4,0.1,0.6,1447.9,14204.4,34175.9,19598.8,17088.0,0.1,0.0018,0.8,102012.9,39943982.4,Warehouse_7,ID_5732
3.8,0.3,16730000.9,292777943.0,0.4,2.0,0.1,0.5,1197.7,11749.5,30861.8,14834.5,15430.9,0.1,0.0025,0.8,77484.1,37467514.7,Warehouse_3,ID_5735
3.9,0.4,16729999.6,373216273.2,0.4,2.9,0.1,0.5,1397.6,13710.1,33508.6,16326.9,16754.3,0.1,0.0041,1.5,92038.8,32232468.8,Warehouse_7,ID_5741
4.5,0.4,16729999.9,307909146.8,0.4,2.8,0.2,0.8,1988.5,19507.0,41334.5,23023.2,20667.2,0.2,0.0048,1.1,144674.1,56012189.8,Warehouse_6,ID_5767
4.0,0.4,16729999.1,511632912.8,0.3,1.4,0.1,0.4,962.8,9444.8,27750.5,13896.4,13875.3,0.1,0.0013,1.0,61260.2,30337207.6,Warehouse_1,ID_5770
4.7,0.4,16730000.6,443100991.0,0.4,0.2,0.2,0.8,2038.5,19997.5,41996.7,24525.6,20998.3,0.2,0.0003,0.1,148147.9,11653367.7,Warehouse_7,ID_5776
4.2,0.3,16729999.6,358911304.8,0.3,2.8,0.1,0.4,1115.9,10947.1,29778.5,15815.6,14889.3,0.1,0.0029,1.4,61659.7,26608994.0,Warehouse_1,ID_5785
3.1,0.3,16729999.9,440626399.4,0.3,1.5,0.1,0.3,698.0,6847.1,24243.6,9531.5,12121.8,0.1,0.0013,1.0,38141.3,25987953.0,Warehouse_1,ID_5798
3.9,0.4,16730000.5,390974383.4,0.5,1.8,0.2,0.7,1830.2,17953.8,39237.7,19091.8,19618.8,0.2,0.0034,1.0,139859.9,60309746.2,Warehouse_5,ID_5799
4.0,0.4,16729999.0,496057387.5,0.3,0.8,0.1,0.5,1274.8,12505.5,31882.4,15944.0,15941.2,0.1,0.0011,0.6,108691.5,34128786.4,Warehouse_7,ID_5800
3.7,0.4,16730000.8,455421644.6,0.5,2.5,0.2,0.7,1760.0,17266.0,38309.1,17778.8,19154.6,0.2,0.0048,1.6,144023.7,41268543.9,Warehouse_5,ID_5804
3.9,0.4,16730000.4,357771356.9,0.5,2.3,0.2,0.8,1922.8,18862.8,40464.7,19881.7,20232.4,0.2,0.0045,1.1,142145.3,61111312.1,Warehouse_1,ID_5827
3.3,0.3,16730000.3,247535233.6,0.4,0.4,0.1,0.5,1125.5,11041.1,29905.5,12459.3,14952.8,0.1,0.0005,0.1,73668.6,10697532.7,Warehouse_5,ID_5840
5.0,0.3,16729999.3,386173624.4,0.3,3.1,0.1,0.5,1380.9,13547.1,33288.6,20686.9,16644.3,0.1,0.0033,1.7,64284.3,19083977.1,Warehouse_5,ID_5850
4.0,0.3,16730000.3,276335054.8,0.4,1.4,0.1,0.5,1272.6,12484.5,31854.1,16046.5,15927.1,0.1,0.0018,0.5,70247.2,30903532.4,Warehouse_3,ID_5857
4.2,0.4,16729999.6,505439103.3,0.3,0.3,0.1,0.5,1105.8,10847.8,29644.5,15541.9,14822.2,0.1,0.0003,0.2,91057.2,11811153.4,Warehouse_6,ID_5882
4.6,0.5,16730000.2,288726253.7,0.3,1.5,0.2,0.7,1752.7,17194.3,38212.3,22015.5,19106.1,0.2,0.0022,0.6,144095.9,40659275.8,Warehouse_7,ID_5883
3.5,0.4,16729999.3,397267292.1,0.3,1.6,0.1,0.4,1067.3,10470.4,29135.0,12919.6,14567.5,0.1,0.002,0.9,89091.2,38104492.7,Warehouse_2,ID_5884
3.3,0.4,16729999.8,394661957.7,0.3,3.6,0.1,0.3,771.0,7563.5,25210.7,10345.1,12605.3,0.1,0.0033,2.0,59344.9,1464618.7,Warehouse_2,ID_5898
3.6,0.2,16729999.7,298957613.4,0.4,3.7,0.1,0.3,784.5,7695.8,25389.3,11550.1,12694.6,0.1,0.0031,1.9,21128.7,5009673.8,Warehouse_7,ID_5901
3.1,0.3,16730000.9,302768282.8,0.3,1.1,0.1,0.3,709.9,6963.7,24401.0,9514.4,12200.5,0.1,0.001,0.5,51113.2,20323310.1,Warehouse_6,ID_5906
3.4,0.3,16730000.7,283888263.2,0.3,2.1,0.1,0.4,919.3,9018.5,27175.0,11467.7,13587.5,0.1,0.0023,0.8,64266.2,32634387.4,Warehouse_1,ID_5909
2.5,0.3,16730001.0,258996250.4,0.4,2.3,0.1,0.3,693.4,6802.1,24182.9,7526.7,12091.4,0.1,0.0025,0.9,53196.3,32235625.4,Warehouse_6,ID_5914
3.9,0.3,16729999.2,318419535.7,0.4,4.0,0.1,0.6,1494.5,14661.2,34792.6,17006.9,17396.3,0.1,0.0058,1.8,84964.6,16933896.7,Warehouse_3,ID_5922
4.2,0.4,16729999.0,483415374.6,0.4,2.1,0.2,0.8,1940.9,19040.1,40704.2,21416.5,20352.1,0.2,0.0038,1.3,154616.6,53045181.5,Warehouse_6,ID_5926
4.6,0.4,16729999.2,408898629.7,0.4,1.3,0.2,0.7,1842.7,18076.8,39403.7,22411.2,19701.9,0.2,0.0021,0.7,142290.1,48888432.8,Warehouse_4,ID_5938
3.6,0.3,16729999.6,348616718.0,0.4,2.9,0.1,0.5,1305.7,12808.6,32291.6,14415.6,16145.8,0.1,0.0041,1.4,81950.5,36332912.0,Warehouse_3,ID_5949
4.1,0.4,16730000.1,364827084.3,0.4,2.5,0.2,0.7,1800.6,17664.4,38846.9,20076.2,19423.4,0.2,0.0042,1.2,146794.9,54221411.0,Warehouse_5,ID_5954
3.9,0.4,16729999.8,307671938.0,0.4,3.1,0.2,0.7,1895.4,18594.3,40102.3,19548.4,20051.1,0.2,0.0059,1.3,156183.6,57039240.1,Warehouse_5,ID_5961
4.5,0.4,16729998.6,372724041.4,0.4,0.2,0.2,0.8,1836.1,18011.7,39315.8,22329.8,19657.9,0.2,0.0003,0.1,145491.3,10325946.2,Warehouse_7,ID_5969
3.3,0.4,16729999.0,373275884.4,0.3,2.1,0.1,0.3,753.3,7390.1,24976.6,10379.7,12488.3,0.1,0.0019,1.1,58967.1,28268588.6,Warehouse_5,ID_5995
4.0,0.4,16729998.6,491609970.9,0.4,2.2,0.1,0.6,1434.9,14076.6,34003.5,16942.9,17001.7,0.1,0.0032,1.5,91064.5,32454347.4,Warehouse_2,ID_6002
4.2,0.4,16729999.7,607748361.1,0.4,1.3,0.2,0.7,1652.0,16205.7,36877.7,19587.2,18438.8,0.2,0.0021,1.1,126882.9,50806004.3,Warehouse_6,ID_6003
4.5,0.4,16730000.4,258561671.2,0.3,1.7,0.1,0.7,1631.9,16009.0,36612.1,20583.4,18306.1,0.1,0.0024,0.6,117225.6,38931213.2,Warehouse_4,ID_6005
4.0,0.4,16730000.4,331310169.9,0.5,2.3,0.2,0.8,1963.8,19264.8,41007.5,20486.6,20503.8,0.2,0.0045,1.0,147899.2,62604258.6,Warehouse_4,ID_6006
